productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extAspect,extCardType,extTraits,extHP,extCost,extPower,extArenaType
540256,Emperor Palpatine - Master of the Dark Side,Emperor Palpatine Master of the Dark Side,https://tcgplayer-cdn.tcgplayer.com/product/540256_200w.jpg,79,23405,https://cpt.tcgcsv.com/87l6,2024-03-12T17:45:08.83,1,0.48,1.21,5.0,1.15,,Normal,Rare,135/252,"<strong>Overwhelm</strong> <em>(When attacking an enemy unit, deal excess damage to the opponent's base.)</em><br><strong>When Played:</strong> Deal 6 damage divided as you choose among enemy units.",Aggression;Villainy,Unit,Force;Imperial;Official;Sith,6,8,6,Ground
540257,Vader's Lightsaber,Vaders Lightsaber,https://tcgplayer-cdn.tcgplayer.com/product/540257_200w.jpg,79,23405,https://cpt.tcgcsv.com/97l6,2024-03-08T05:03:37.01,1,0.24,0.5,3.5,0.33,,Normal,Special,136/252,"Attach to a non-Vehicle unit.<strong>When Played:</strong> If attached unit is Darth Vader, you may deal 4 damage to a ground unit.",Aggression;Villainy,Upgrade,Item;Lightsaber;Weapon,1,2,3,
540258,Fallen Lightsaber,Fallen Lightsaber,https://tcgplayer-cdn.tcgplayer.com/product/540258_200w.jpg,79,23405,https://cpt.tcgcsv.com/b7l6,2024-03-08T05:03:37.01,1,9.5,10.69,15.02,8.9,,Foil,Rare,137/252,"Attach to a non-Vehicle unit.<br>If attached unit is a Force unit, it gains: ""<strong>On Attack:</strong> Deal 1damage to each ground unit the defending player controls.""",Aggression;Villainy,Upgrade,Item;Lightsaber;Weapon,3,3,3,
540258,Fallen Lightsaber,Fallen Lightsaber,https://tcgplayer-cdn.tcgplayer.com/product/540258_200w.jpg,79,23405,https://cpt.tcgcsv.com/b7l6,2024-03-08T05:03:37.01,1,6.75,8.99,19.95,7.91,,Normal,Rare,137/252,"Attach to a non-Vehicle unit.<br>If attached unit is a Force unit, it gains: ""<strong>On Attack:</strong> Deal 1damage to each ground unit the defending player controls.""",Aggression;Villainy,Upgrade,Item;Lightsaber;Weapon,3,3,3,
540259,Force Lightning,Force Lightning,https://tcgplayer-cdn.tcgplayer.com/product/540259_200w.jpg,79,23405,https://cpt.tcgcsv.com/c7l6,2024-03-08T05:03:37.01,1,10.0,12.29,24.99,11.16,,Normal,Legendary,138/252,"Choose a unit. It loses all abilities for this phase. Then, if you control a Force unit, pay any number of resources and deal 2 damage to the chosen unit for each resource paid this way.",Aggression;Villainy,Event,Force,,1,,
540259,Force Lightning,Force Lightning,https://tcgplayer-cdn.tcgplayer.com/product/540259_200w.jpg,79,23405,https://cpt.tcgcsv.com/c7l6,2024-03-08T05:03:37.01,1,12.99,14.99,49.99,13.64,,Foil,Legendary,138/252,"Choose a unit. It loses all abilities for this phase. Then, if you control a Force unit, pay any number of resources and deal 2 damage to the chosen unit for each resource paid this way.",Aggression;Villainy,Event,Force,,1,,
540260,Force Choke,Force Choke,https://tcgplayer-cdn.tcgplayer.com/product/540260_200w.jpg,79,23405,https://cpt.tcgcsv.com/d7l6,2024-03-08T05:03:37.01,1,0.2,0.5,11.5,0.41,,Foil,Uncommon,139/252,"If you control a Force unit, this event costs 1 less to play.<br>Deal 5 damage to a non-Vehicle unit. That unit's controller draws a card.",Aggression;Villainy,Event,Force,,2,,
540260,Force Choke,Force Choke,https://tcgplayer-cdn.tcgplayer.com/product/540260_200w.jpg,79,23405,https://cpt.tcgcsv.com/d7l6,2024-03-08T05:03:37.01,1,0.15,0.27,1.99,0.26,,Normal,Uncommon,139/252,"If you control a Force unit, this event costs 1 less to play.<br>Deal 5 damage to a non-Vehicle unit. That unit's controller draws a card.",Aggression;Villainy,Event,Force,,2,,
540261,SpecForce Soldier,SpecForce Soldier,https://tcgplayer-cdn.tcgplayer.com/product/540261_200w.jpg,79,23405,https://cpt.tcgcsv.com/f7l6,2024-03-08T05:03:37.01,1,0.04,0.17,2.0,0.08,,Normal,Common,140/252,<strong>When Played:</strong> A unit loses <strong>Sentinel</strong> for this phase.,Aggression;Heroism,Unit,Rebel;Trooper,2,1,2,Ground
540261,SpecForce Soldier,SpecForce Soldier,https://tcgplayer-cdn.tcgplayer.com/product/540261_200w.jpg,79,23405,https://cpt.tcgcsv.com/f7l6,2024-03-08T05:03:37.01,1,0.09,0.27,5.22,0.22,,Foil,Common,140/252,<strong>When Played:</strong> A unit loses <strong>Sentinel</strong> for this phase.,Aggression;Heroism,Unit,Rebel;Trooper,2,1,2,Ground
540262,Green Squadron A-Wing,Green Squadron A Wing,https://tcgplayer-cdn.tcgplayer.com/product/540262_200w.jpg,79,23405,https://cpt.tcgcsv.com/g7l6,2024-03-08T05:03:37.01,1,0.04,0.19,2.0,0.1,,Normal,Common,141/252,<strong>Raid 2</strong> <em>(This unit gets +2/+0 while attacking.)</em>,Aggression;Heroism,Unit,Fighter;Rebel;Vehicle,3,2,1,Space
540262,Green Squadron A-Wing,Green Squadron A Wing,https://tcgplayer-cdn.tcgplayer.com/product/540262_200w.jpg,79,23405,https://cpt.tcgcsv.com/g7l6,2024-03-08T05:03:37.01,1,0.1,0.25,5.18,0.18,,Foil,Common,141/252,<strong>Raid 2</strong> <em>(This unit gets +2/+0 while attacking.)</em>,Aggression;Heroism,Unit,Fighter;Rebel;Vehicle,3,2,1,Space
540263,Sabine Wren - Explosives Artist,Sabine Wren Explosives Artist,https://tcgplayer-cdn.tcgplayer.com/product/540263_200w.jpg,79,23405,https://cpt.tcgcsv.com/h7l6,2024-03-08T05:03:37.01,1,0.74,1.25,11.5,1.08,,Foil,Uncommon,142/252,"While there are at least 3 aspects among other friendly units, this unit can't be attacked <em>(unless she gains Sentinel)</em>.<br><strong>On Attack:</strong> You may deal 1 damage to the defender or to a base.",Aggression;Heroism,Unit,Mandalorian;Rebel;Spectre,3,2,2,Ground
540263,Sabine Wren - Explosives Artist,Sabine Wren Explosives Artist,https://tcgplayer-cdn.tcgplayer.com/product/540263_200w.jpg,79,23405,https://cpt.tcgcsv.com/h7l6,2024-03-08T05:03:37.01,1,0.37,1.2,2.99,1.16,,Normal,Uncommon,142/252,"While there are at least 3 aspects among other friendly units, this unit can't be attacked <em>(unless she gains Sentinel)</em>.<br><strong>On Attack:</strong> You may deal 1 damage to the defender or to a base.",Aggression;Heroism,Unit,Mandalorian;Rebel;Spectre,3,2,2,Ground
540264,Fighters For Freedom,Fighters For Freedom,https://tcgplayer-cdn.tcgplayer.com/product/540264_200w.jpg,79,23405,https://cpt.tcgcsv.com/j7l6,2024-03-08T05:03:37.01,1,0.09,0.33,1.52,0.3,,Normal,Uncommon,143/252,"<strong>Saboteur</strong> <em>(When this unit attacks, ignore Sentinel and defeat the defender's Shields.)</em><br><strong>When you play another [Aggression] card:</strong> You may deal 1 damage to a base.",Aggression;Heroism,Unit,Rebel;Trooper,4,3,3,Ground
540264,Fighters For Freedom,Fighters For Freedom,https://tcgplayer-cdn.tcgplayer.com/product/540264_200w.jpg,79,23405,https://cpt.tcgcsv.com/j7l6,2024-03-08T05:03:37.01,1,0.17,0.48,11.5,0.37,,Foil,Uncommon,143/252,"<strong>Saboteur</strong> <em>(When this unit attacks, ignore Sentinel and defeat the defender's Shields.)</em><br><strong>When you play another [Aggression] card:</strong> You may deal 1 damage to a base.",Aggression;Heroism,Unit,Rebel;Trooper,4,3,3,Ground
540265,Red Three - Unstoppable,Red Three Unstoppable,https://tcgplayer-cdn.tcgplayer.com/product/540265_200w.jpg,79,23405,https://cpt.tcgcsv.com/k7l6,2024-03-08T05:03:37.01,1,7.99,10.55,25.0,8.9,,Foil,Rare,144/252,<strong>Raid 1</strong> <em>(This unit gets +1/+0 while attacking.)</em><br>Each other friendly [Heroism] unit gains <strong>Raid 1</strong>.,Aggression;Heroism,Unit,Fighter;Rebel;Vehicle,3,3,2,Space
540265,Red Three - Unstoppable,Red Three Unstoppable,https://tcgplayer-cdn.tcgplayer.com/product/540265_200w.jpg,79,23405,https://cpt.tcgcsv.com/k7l6,2024-03-08T05:03:37.01,1,7.5,9.79,24.99,9.11,,Normal,Rare,144/252,<strong>Raid 1</strong> <em>(This unit gets +1/+0 while attacking.)</em><br>Each other friendly [Heroism] unit gains <strong>Raid 1</strong>.,Aggression;Heroism,Unit,Fighter;Rebel;Vehicle,3,3,2,Space
540266,K-2SO - Cassian's Counterpart,K 2SO Cassians Counterpart,https://tcgplayer-cdn.tcgplayer.com/product/540266_200w.jpg,79,23405,https://cpt.tcgcsv.com/l7l6,2024-03-08T05:03:37.01,1,8.88,11.0,29.99,9.6,,Normal,Rare,145/252,"<strong>Overwhelm</strong><br><strong>When Defeated:</strong> For each opponent, choose one: either deal 3 damage to that player's base, or that player discards a card from their hand.",Aggression;Heroism,Unit,Droid;Rebel,4,4,4,Ground
540266,K-2SO - Cassian's Counterpart,K 2SO Cassians Counterpart,https://tcgplayer-cdn.tcgplayer.com/product/540266_200w.jpg,79,23405,https://cpt.tcgcsv.com/l7l6,2024-03-08T05:03:37.01,1,9.42,12.42,19.99,10.0,,Foil,Rare,145/252,"<strong>Overwhelm</strong><br><strong>When Defeated:</strong> For each opponent, choose one: either deal 3 damage to that player's base, or that player discards a card from their hand.",Aggression;Heroism,Unit,Droid;Rebel,4,4,4,Ground
540267,Zeb Orrelios - Headstrong Warrior,Zeb Orrelios Headstrong Warrior,https://tcgplayer-cdn.tcgplayer.com/product/540267_200w.jpg,79,23405,https://cpt.tcgcsv.com/m7l6,2024-03-08T05:03:37.01,1,0.15,0.45,11.5,0.41,,Foil,Uncommon,146/252,"<strong>When this unit completes an attack:</strong> If the defender was defeated, you may deal 4 damage to a ground unit.",Aggression;Heroism,Unit,Rebel;Spectre,5,5,5,Ground
540267,Zeb Orrelios - Headstrong Warrior,Zeb Orrelios Headstrong Warrior,https://tcgplayer-cdn.tcgplayer.com/product/540267_200w.jpg,79,23405,https://cpt.tcgcsv.com/m7l6,2024-03-08T05:03:37.01,1,0.05,0.25,1.48,0.18,,Normal,Uncommon,146/252,"<strong>When this unit completes an attack:</strong> If the defender was defeated, you may deal 4 damage to a ground unit.",Aggression;Heroism,Unit,Rebel;Spectre,5,5,5,Ground
540268,Black One - Scourge of Starkiller Base,Black One Scourge of Starkiller Base,https://tcgplayer-cdn.tcgplayer.com/product/540268_200w.jpg,79,23405,https://cpt.tcgcsv.com/n7l6,2024-03-08T05:03:37.01,1,3.85,7.28,25.0,4.73,,Normal,Legendary,147/252,"<strong>When Played/When Defeated:</strong> You may discard your hand. If you do, draw 3 cards.",Aggression;Heroism,Unit,Fighter;Resistance;Vehicle,4,6,4,Space
540268,Black One - Scourge of Starkiller Base,Black One Scourge of Starkiller Base,https://tcgplayer-cdn.tcgplayer.com/product/540268_200w.jpg,79,23405,https://cpt.tcgcsv.com/n7l6,2024-03-08T05:03:37.01,1,5.0,8.81,33.74,8.89,,Foil,Legendary,147/252,"<strong>When Played/When Defeated:</strong> You may discard your hand. If you do, draw 3 cards.",Aggression;Heroism,Unit,Fighter;Resistance;Vehicle,4,6,4,Space
540269,Guerilla Attack Pod,Guerilla Attack Pod,https://tcgplayer-cdn.tcgplayer.com/product/540269_200w.jpg,79,23405,https://cpt.tcgcsv.com/p7l6,2024-03-08T05:03:37.01,1,0.07,0.25,11.5,0.22,,Foil,Common,148/252,"<strong>Grit</strong> <em>(This unit gets +1/+0 for each damage on it.)</em><br><strong>When Played:</strong> If a base has 15 or more damage on it, ready this unit.",Aggression;Heroism,Unit,Rebel;Vehicle;Walker,6,6,4,Ground
540269,Guerilla Attack Pod,Guerilla Attack Pod,https://tcgplayer-cdn.tcgplayer.com/product/540269_200w.jpg,79,23405,https://cpt.tcgcsv.com/p7l6,2024-03-08T05:03:37.01,1,0.02,0.15,2.0,0.11,,Normal,Common,148/252,"<strong>Grit</strong> <em>(This unit gets +1/+0 for each damage on it.)</em><br><strong>When Played:</strong> If a base has 15 or more damage on it, ready this unit.",Aggression;Heroism,Unit,Rebel;Vehicle;Walker,6,6,4,Ground
540270,Mace Windu - Party Crasher,Mace Windu Party Crasher,https://tcgplayer-cdn.tcgplayer.com/product/540270_200w.jpg,79,23405,https://cpt.tcgcsv.com/q7l6,2024-03-08T05:03:37.01,1,5.8,7.59,25.0,6.82,,Normal,Legendary,149/252,<strong>Ambush</strong><br><strong>When this unit attacks and defeats a unit:</strong> Ready him.,Aggression;Heroism,Unit,Force;Jedi;Republic,7,7,5,Ground
540270,Mace Windu - Party Crasher,Mace Windu Party Crasher,https://tcgplayer-cdn.tcgplayer.com/product/540270_200w.jpg,79,23405,https://cpt.tcgcsv.com/q7l6,2024-03-08T05:03:37.01,1,5.6,8.2,23.49,8.04,,Foil,Legendary,149/252,<strong>Ambush</strong><br><strong>When this unit attacks and defeats a unit:</strong> Ready him.,Aggression;Heroism,Unit,Force;Jedi;Republic,7,7,5,Ground
540271,Heroic Sacrifice,Heroic Sacrifice,https://tcgplayer-cdn.tcgplayer.com/product/540271_200w.jpg,79,23405,https://cpt.tcgcsv.com/r7l6,2024-03-08T05:03:37.01,1,1.5,2.5,5.0,2.3,,Foil,Rare,150/252,"Draw a card, then attack with a unit. For this attack, it gets +2/+0 and gains: ""<strong>When this unit deals combat damage:</strong> Defeat it.""",Aggression;Heroism,Event,Tactic,,1,,
540271,Heroic Sacrifice,Heroic Sacrifice,https://tcgplayer-cdn.tcgplayer.com/product/540271_200w.jpg,79,23405,https://cpt.tcgcsv.com/r7l6,2024-03-08T05:03:37.01,1,1.2,1.99,5.0,1.77,,Normal,Rare,150/252,"Draw a card, then attack with a unit. For this attack, it gets +2/+0 and gains: ""<strong>When this unit deals combat damage:</strong> Defeat it.""",Aggression;Heroism,Event,Tactic,,1,,
540272,Karabast,Karabast,https://tcgplayer-cdn.tcgplayer.com/product/540272_200w.jpg,79,23405,https://cpt.tcgcsv.com/s7l6,2024-03-08T05:03:37.01,1,0.02,0.28,5.21,0.21,,Foil,Uncommon,151/252,A friendly unit deals damage to an enemy unit equal to the amount of damage on the friendly unit plus 1.,Aggression;Heroism,Event,Spectre,,2,,
540272,Karabast,Karabast,https://tcgplayer-cdn.tcgplayer.com/product/540272_200w.jpg,79,23405,https://cpt.tcgcsv.com/s7l6,2024-03-08T05:03:37.01,1,0.03,0.2,1.39,0.13,,Normal,Uncommon,151/252,A friendly unit deals damage to an enemy unit equal to the amount of damage on the friendly unit plus 1.,Aggression;Heroism,Event,Spectre,,2,,
540273,For A Cause I Believe In,For A Cause I Believe In,https://tcgplayer-cdn.tcgplayer.com/product/540273_200w.jpg,79,23405,https://cpt.tcgcsv.com/t7l6,2024-03-08T05:03:37.01,1,4.5,5.99,15.0,5.0,,Normal,Rare,152/252,"Reveal the top 4 cards of your deck. For each [Heroism] card revealed this way, deal 1 damage to an enemy base. You may discard any of the revealed cards and put the rest back on top of your deck in any order.",Aggression;Heroism,Event,Innate,,3,,
540273,For A Cause I Believe In,For A Cause I Believe In,https://tcgplayer-cdn.tcgplayer.com/product/540273_200w.jpg,79,23405,https://cpt.tcgcsv.com/t7l6,2024-03-08T05:03:37.01,1,4.0,7.09,12.0,5.47,,Foil,Rare,152/252,"Reveal the top 4 cards of your deck. For each [Heroism] card revealed this way, deal 1 damage to an enemy base. You may discard any of the revealed cards and put the rest back on top of your deck in any order.",Aggression;Heroism,Event,Innate,,3,,
540274,Saw Gerrera - Extremist,Saw Gerrera Extremist,https://tcgplayer-cdn.tcgplayer.com/product/540274_200w.jpg,79,23405,https://cpt.tcgcsv.com/v7l6,2024-03-08T05:03:37.01,1,0.78,1.17,29.99,1.14,,Foil,Rare,153/252,"As an additional cost for each opponent to play an event, they must deal 2 damage to their base.",Aggression,Unit,Rebel,4,4,5,Ground
540274,Saw Gerrera - Extremist,Saw Gerrera Extremist,https://tcgplayer-cdn.tcgplayer.com/product/540274_200w.jpg,79,23405,https://cpt.tcgcsv.com/v7l6,2024-03-08T05:03:37.01,1,0.48,1.1,6.08,1.07,,Normal,Rare,153/252,"As an additional cost for each opponent to play an event, they must deal 2 damage to their base.",Aggression,Unit,Rebel,4,4,5,Ground
540275,Rallying Cry,Rallying Cry,https://tcgplayer-cdn.tcgplayer.com/product/540275_200w.jpg,79,23405,https://cpt.tcgcsv.com/w7l6,2024-03-08T05:03:37.01,1,0.03,0.2,1.34,0.12,,Normal,Uncommon,154/252,Each friendly unit gains <strong>Raid 2</strong> this phase. <em>(They get +2/+0 while attacking.)</em>,Aggression,Event,Tactic,,3,,
540275,Rallying Cry,Rallying Cry,https://tcgplayer-cdn.tcgplayer.com/product/540275_200w.jpg,79,23405,https://cpt.tcgcsv.com/w7l6,2024-03-08T05:03:37.01,1,0.06,0.25,11.5,0.24,,Foil,Uncommon,154/252,Each friendly unit gains <strong>Raid 2</strong> this phase. <em>(They get +2/+0 while attacking.)</em>,Aggression,Event,Tactic,,3,,
540276,Aggression,Aggression,https://tcgplayer-cdn.tcgplayer.com/product/540276_200w.jpg,79,23405,https://cpt.tcgcsv.com/x7l6,2024-03-08T05:03:37.01,1,27.99,34.82,41.3,24.75,,Foil,Legendary,155/252,"Choose two, in any order:<br>,Draw a card. <br>,Defeat up to 2upgrades.<br>,Ready a unit with 3 or less power.<br>,Deal 4 damage to a unit.",Aggression,Event,Innate,,4,,
540276,Aggression,Aggression,https://tcgplayer-cdn.tcgplayer.com/product/540276_200w.jpg,79,23405,https://cpt.tcgcsv.com/x7l6,2024-03-08T05:03:37.01,1,20.01,28.04,49.99,25.94,,Normal,Legendary,155/252,"Choose two, in any order:<br>,Draw a card. <br>,Defeat up to 2upgrades.<br>,Ready a unit with 3 or less power.<br>,Deal 4 damage to a unit.",Aggression,Event,Innate,,4,,
540277,"Benthic ""Two Tubes"" - Partisan Lieutenant",Benthic Two Tubes Partisan Lieutenant,https://tcgplayer-cdn.tcgplayer.com/product/540277_200w.jpg,79,23405,https://cpt.tcgcsv.com/z7l6,2024-04-04T14:50:24.647,1,0.05,0.28,2.29,0.25,,Normal,Uncommon,156/252,<strong>On Attack:</strong> Another friendly [Aggression] unit gains <strong>Raid 2</strong> for this phase. <em>(It gets +2/+0 while attacking.)</em>,Aggression,Unit,Rebel;Trooper,2,1,2,Ground
540277,"Benthic ""Two Tubes"" - Partisan Lieutenant",Benthic Two Tubes Partisan Lieutenant,https://tcgplayer-cdn.tcgplayer.com/product/540277_200w.jpg,79,23405,https://cpt.tcgcsv.com/z7l6,2024-04-04T14:50:24.647,1,0.19,0.45,11.5,0.37,,Foil,Uncommon,156/252,<strong>On Attack:</strong> Another friendly [Aggression] unit gains <strong>Raid 2</strong> for this phase. <em>(It gets +2/+0 while attacking.)</em>,Aggression,Unit,Rebel;Trooper,2,1,2,Ground
540278,Cantina Braggart,Cantina Braggart,https://tcgplayer-cdn.tcgplayer.com/product/540278_200w.jpg,79,23405,https://cpt.tcgcsv.com/B7l6,2024-03-08T05:03:37.01,1,0.05,0.25,5.5,0.18,,Foil,Common,157/252,<strong>Raid 2</strong> <em>(This unit gets +2/+0 while attacking.)</em>,Aggression,Unit,Underworld,3,1,0,Ground
540278,Cantina Braggart,Cantina Braggart,https://tcgplayer-cdn.tcgplayer.com/product/540278_200w.jpg,79,23405,https://cpt.tcgcsv.com/B7l6,2024-03-08T05:03:37.01,1,0.01,0.15,2.0,0.05,,Normal,Common,157/252,<strong>Raid 2</strong> <em>(This unit gets +2/+0 while attacking.)</em>,Aggression,Unit,Underworld,3,1,0,Ground
540279,Jedha Agitator,Jedha Agitator,https://tcgplayer-cdn.tcgplayer.com/product/540279_200w.jpg,79,23405,https://cpt.tcgcsv.com/C7l6,2024-03-08T05:03:37.01,1,0.01,0.15,2.0,0.05,,Normal,Common,158/252,"<strong>Saboteur</strong> <em>(When this unit attacks, ignore Sentinel and defeat the defender's Shields.)</em><br><strong>On Attack:</strong> If you control a leader unit, deal 2 damage to a ground unit or a base.",Aggression,Unit,Rebel,1,2,2,Ground
540279,Jedha Agitator,Jedha Agitator,https://tcgplayer-cdn.tcgplayer.com/product/540279_200w.jpg,79,23405,https://cpt.tcgcsv.com/C7l6,2024-03-08T05:03:37.01,1,0.07,0.25,5.15,0.15,,Foil,Common,158/252,"<strong>Saboteur</strong> <em>(When this unit attacks, ignore Sentinel and defeat the defender's Shields.)</em><br><strong>On Attack:</strong> If you control a leader unit, deal 2 damage to a ground unit or a base.",Aggression,Unit,Rebel,1,2,2,Ground
540280,Partisan Insurgent,Partisan Insurgent,https://tcgplayer-cdn.tcgplayer.com/product/540280_200w.jpg,79,23405,https://cpt.tcgcsv.com/D7l6,2024-03-08T05:03:37.01,1,0.03,0.15,2.0,0.07,,Normal,Common,159/252,"While you control another [Aggression] unit, this unit gains <strong>Raid 2</strong>. <em>(It gets +2/+0 while attacking.)</em>",Aggression,Unit,Rebel;Trooper,4,2,1,Ground
540280,Partisan Insurgent,Partisan Insurgent,https://tcgplayer-cdn.tcgplayer.com/product/540280_200w.jpg,79,23405,https://cpt.tcgcsv.com/D7l6,2024-03-08T05:03:37.01,1,0.06,0.25,6.6,0.17,,Foil,Common,159/252,"While you control another [Aggression] unit, this unit gains <strong>Raid 2</strong>. <em>(It gets +2/+0 while attacking.)</em>",Aggression,Unit,Rebel;Trooper,4,2,1,Ground
540281,Wolffe - Suspicious Veteran,Wolffe Suspicious Veteran,https://tcgplayer-cdn.tcgplayer.com/product/540281_200w.jpg,79,23405,https://cpt.tcgcsv.com/F7l6,2024-03-08T05:03:37.01,1,1.85,2.97,19.99,2.44,,Foil,Rare,160/252,"<strong>Saboteur</strong> <em>(When this unit attacks, ignore Sentinel and defeat the defender's Shields.)</em><br><strong>When Played/On Attack:</strong> Bases can't be healed for this phase.",Aggression,Unit,Fringe,2,2,3,Ground
540281,Wolffe - Suspicious Veteran,Wolffe Suspicious Veteran,https://tcgplayer-cdn.tcgplayer.com/product/540281_200w.jpg,79,23405,https://cpt.tcgcsv.com/F7l6,2024-03-08T05:03:37.01,1,1.45,2.25,7.69,2.02,,Normal,Rare,160/252,"<strong>Saboteur</strong> <em>(When this unit attacks, ignore Sentinel and defeat the defender's Shields.)</em><br><strong>When Played/On Attack:</strong> Bases can't be healed for this phase.",Aggression,Unit,Fringe,2,2,3,Ground
540282,Ardent Sympathizer,Ardent Sympathizer,https://tcgplayer-cdn.tcgplayer.com/product/540282_200w.jpg,79,23405,https://cpt.tcgcsv.com/G7l6,2024-03-08T05:03:37.01,1,0.01,0.15,5.05,0.05,,Normal,Common,161/252,"While you have the initiative, this unit gets +2/+0.",Aggression,Unit,Trooper,3,3,3,Ground
540282,Ardent Sympathizer,Ardent Sympathizer,https://tcgplayer-cdn.tcgplayer.com/product/540282_200w.jpg,79,23405,https://cpt.tcgcsv.com/G7l6,2024-03-08T05:03:37.01,1,0.01,0.25,11.5,0.15,,Foil,Common,161/252,"While you have the initiative, this unit gets +2/+0.",Aggression,Unit,Trooper,3,3,3,Ground
540283,Disabling Fang Fighter,Disabling Fang Fighter,https://tcgplayer-cdn.tcgplayer.com/product/540283_200w.jpg,79,23405,https://cpt.tcgcsv.com/H7l6,2024-03-08T05:03:37.01,1,0.01,0.25,11.5,0.2,,Foil,Common,162/252,<strong>When Played:</strong> You may defeat an upgrade.,Aggression,Unit,Fighter;Mandalorian;Vehicle,2,3,3,Space
540283,Disabling Fang Fighter,Disabling Fang Fighter,https://tcgplayer-cdn.tcgplayer.com/product/540283_200w.jpg,79,23405,https://cpt.tcgcsv.com/H7l6,2024-03-08T05:03:37.01,1,0.02,0.16,2.0,0.07,,Normal,Common,162/252,<strong>When Played:</strong> You may defeat an upgrade.,Aggression,Unit,Fighter;Mandalorian;Vehicle,2,3,3,Space
540284,Star Wing Scout,Star Wing Scout,https://tcgplayer-cdn.tcgplayer.com/product/540284_200w.jpg,79,23405,https://cpt.tcgcsv.com/J7l6,2024-03-08T05:03:37.01,1,0.05,0.2,1.38,0.07,,Normal,Uncommon,163/252,"<strong>When Defeated:</strong> If you have the initiative, draw 2 cards.",Aggression,Unit,Fighter;Vehicle,1,3,4,Space
540284,Star Wing Scout,Star Wing Scout,https://tcgplayer-cdn.tcgplayer.com/product/540284_200w.jpg,79,23405,https://cpt.tcgcsv.com/J7l6,2024-03-08T05:03:37.01,1,0.11,0.35,11.5,0.25,,Foil,Uncommon,163/252,"<strong>When Defeated:</strong> If you have the initiative, draw 2 cards.",Aggression,Unit,Fighter;Vehicle,1,3,4,Space
540285,Wampa,Wampa,https://tcgplayer-cdn.tcgplayer.com/product/540285_200w.jpg,79,23405,https://cpt.tcgcsv.com/K7l6,2024-03-08T05:03:37.01,1,0.04,0.25,11.5,0.22,,Foil,Common,164/252,"<strong>Overwhelm</strong> <em>(When attacking an enemy unit, deal excess damage to the opponent's base.)</em>",Aggression,Unit,Creature,5,4,4,Ground
540285,Wampa,Wampa,https://tcgplayer-cdn.tcgplayer.com/product/540285_200w.jpg,79,23405,https://cpt.tcgcsv.com/K7l6,2024-03-08T05:03:37.01,1,0.01,0.15,2.0,0.06,,Normal,Common,164/252,"<strong>Overwhelm</strong> <em>(When attacking an enemy unit, deal excess damage to the opponent's base.)</em>",Aggression,Unit,Creature,5,4,4,Ground
540286,Occupier Siege Tank,Occupier Siege Tank,https://tcgplayer-cdn.tcgplayer.com/product/540286_200w.jpg,79,23405,https://cpt.tcgcsv.com/L7l6,2024-03-08T05:03:37.01,1,0.01,0.15,2.0,0.07,,Normal,Common,165/252,<strong>Grit</strong> <em>(This unit gets +1/+0 for each damage on it.)</em>,Aggression,Unit,Imperial;Tank;Vehicle,4,5,5,Space
540286,Occupier Siege Tank,Occupier Siege Tank,https://tcgplayer-cdn.tcgplayer.com/product/540286_200w.jpg,79,23405,https://cpt.tcgcsv.com/L7l6,2024-03-08T05:03:37.01,1,0.04,0.25,11.5,0.17,,Foil,Common,165/252,<strong>Grit</strong> <em>(This unit gets +1/+0 for each damage on it.)</em>,Aggression,Unit,Imperial;Tank;Vehicle,4,5,5,Space
540287,Infiltrator's Skill,Infiltrators Skill,https://tcgplayer-cdn.tcgplayer.com/product/540287_200w.jpg,79,23405,https://cpt.tcgcsv.com/M7l6,2024-03-08T05:03:37.01,1,0.04,0.25,5.17,0.17,,Foil,Common,166/252,"Attached unit gains <strong>Saboteur</strong>. <em>(When this unit attacks, ignore Sentinel and defeat the defender's Shields.)</em>",Aggression,Upgrade,Learned,1,1,1,
540287,Infiltrator's Skill,Infiltrators Skill,https://tcgplayer-cdn.tcgplayer.com/product/540287_200w.jpg,79,23405,https://cpt.tcgcsv.com/M7l6,2024-03-08T05:03:37.01,1,0.01,0.15,2.0,0.07,,Normal,Common,166/252,"Attached unit gains <strong>Saboteur</strong>. <em>(When this unit attacks, ignore Sentinel and defeat the defender's Shields.)</em>",Aggression,Upgrade,Learned,1,1,1,
540288,Force Throw,Force Throw,https://tcgplayer-cdn.tcgplayer.com/product/540288_200w.jpg,79,23405,https://cpt.tcgcsv.com/N7l6,2024-03-08T05:03:37.01,1,0.35,0.66,11.5,0.51,,Foil,Uncommon,167/252,"Choose a player. That player discards a card from their hand. Then, if you control a Force unit, you may deal damage to a unit equal to the cost of the discarded card.",Aggression,Event,Force,,1,,
540288,Force Throw,Force Throw,https://tcgplayer-cdn.tcgplayer.com/product/540288_200w.jpg,79,23405,https://cpt.tcgcsv.com/N7l6,2024-03-08T05:03:37.01,1,0.25,0.52,1.62,0.6,,Normal,Uncommon,167/252,"Choose a player. That player discards a card from their hand. Then, if you control a Force unit, you may deal damage to a unit equal to the cost of the discarded card.",Aggression,Event,Force,,1,,
