productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extAspect,extCardType,extTraits,extCost,extPower,extHP,extArenaType,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
552178,Zorii Bliss - Valiant Smuggler,Zorii Bliss Valiant Smuggler,https://tcgplayer-cdn.tcgplayer.com/product/552178_200w.jpg,79,23488,https://cpt.tcgcsv.com/BTq6,2024-07-12T04:03:16.813,1,Rare,203/262,"<strong>On Attack:</strong> Draw a card. At the start of the regroup phase, discard a card from your hand.
<br>
Smuggle [6 [Cunning] [Heroism]]",Cunning;Heroism,Unit,Underworld,5,4,7,Ground,0.15,0.5,20.0,0.38,,Normal
552182,Millennium Falcon - Lando's Pride,Millennium Falcon Landos Pride,https://tcgplayer-cdn.tcgplayer.com/product/552182_200w.jpg,79,23488,https://cpt.tcgcsv.com/GTq6,2024-07-12T04:03:16.813,1,Uncommon,204/262,"If you play this unit from your hand, it gains <strong>Ambush</strong>.
<br>
<strong>Smuggle</strong> [6 [Cunning] [Heroism]] <em>(If this card is a resource, you may play her for her smuggle cost. Replace her with the top card of your deck.)</em>",Cunning;Heroism,Unit,Transport;Underworld;Vehicle,6,5,5,Space,0.12,0.25,10.0,0.16,,Normal
552182,Millennium Falcon - Lando's Pride,Millennium Falcon Landos Pride,https://tcgplayer-cdn.tcgplayer.com/product/552182_200w.jpg,79,23488,https://cpt.tcgcsv.com/GTq6,2024-07-12T04:03:16.813,1,Uncommon,204/262,"If you play this unit from your hand, it gains <strong>Ambush</strong>.
<br>
<strong>Smuggle</strong> [6 [Cunning] [Heroism]] <em>(If this card is a resource, you may play her for her smuggle cost. Replace her with the top card of your deck.)</em>",Cunning;Heroism,Unit,Transport;Underworld;Vehicle,6,5,5,Space,0.05,0.5,4.0,0.33,,Foil
552183,Reckless Gunslinger,Reckless Gunslinger,https://tcgplayer-cdn.tcgplayer.com/product/552183_200w.jpg,79,23488,https://cpt.tcgcsv.com/HTq6,2024-07-12T04:03:16.813,1,Common,160/262,"<strong>When Played:</strong> Deal 1 damage to each base.
<br>
<strong>Smuggle</strong> [3 [Aggression]] <em>(If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)</em>",Aggression,Unit,Underworld,1,2,1,Space,0.01,0.15,4.0,0.05,,Normal
552183,Reckless Gunslinger,Reckless Gunslinger,https://tcgplayer-cdn.tcgplayer.com/product/552183_200w.jpg,79,23488,https://cpt.tcgcsv.com/HTq6,2024-07-12T04:03:16.813,1,Common,160/262,"<strong>When Played:</strong> Deal 1 damage to each base.
<br>
<strong>Smuggle</strong> [3 [Aggression]] <em>(If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)</em>",Aggression,Unit,Underworld,1,2,1,Space,0.03,0.35,11.5,0.3,,Foil
552185,Scanning Officer,Scanning Officer,https://tcgplayer-cdn.tcgplayer.com/product/552185_200w.jpg,79,23488,https://cpt.tcgcsv.com/KTq6,2024-07-12T04:03:16.813,1,Uncommon,114/262,"<strong>When Played:</strong> Reveal 3 enemy resources. Defeat each resource with the <strong>Smuggle</strong> keyword revealed this way. For each resource defeated this way, its controller puts the top card of their deck into play as a resource.",Command,Unit,Imperial;Official,2,2,3,Ground,0.15,0.5,11.5,0.48,,Foil
552185,Scanning Officer,Scanning Officer,https://tcgplayer-cdn.tcgplayer.com/product/552185_200w.jpg,79,23488,https://cpt.tcgcsv.com/KTq6,2024-07-12T04:03:16.813,1,Uncommon,114/262,"<strong>When Played:</strong> Reveal 3 enemy resources. Defeat each resource with the <strong>Smuggle</strong> keyword revealed this way. For each resource defeated this way, its controller puts the top card of their deck into play as a resource.",Command,Unit,Imperial;Official,2,2,3,Ground,0.05,0.25,11.5,0.11,,Normal
552187,Chain Code Collector,Chain Code Collector,https://tcgplayer-cdn.tcgplayer.com/product/552187_200w.jpg,79,23488,https://cpt.tcgcsv.com/MTq6,2024-07-12T04:03:16.813,1,Common,216/262,"<strong>Ambush</strong> <em>(When you play this unit, it may ready and attack an enemy unit.)</em>
<br>
<strong>On Attack:</strong> If the defender has a <strong>Bounty</strong>, it gets -4/-0 for this attack.",Cunning,Unit,Bounty Hunter;Underworld,4,4,2,Ground,0.01,0.11,4.0,0.04,,Normal
552187,Chain Code Collector,Chain Code Collector,https://tcgplayer-cdn.tcgplayer.com/product/552187_200w.jpg,79,23488,https://cpt.tcgcsv.com/MTq6,2024-07-12T04:03:16.813,1,Common,216/262,"<strong>Ambush</strong> <em>(When you play this unit, it may ready and attack an enemy unit.)</em>
<br>
<strong>On Attack:</strong> If the defender has a <strong>Bounty</strong>, it gets -4/-0 for this attack.",Cunning,Unit,Bounty Hunter;Underworld,4,4,2,Ground,0.03,0.2,2.0,0.05,,Foil
552214,Snapshot Reflexes,Snapshot Reflexes,https://tcgplayer-cdn.tcgplayer.com/product/552214_200w.jpg,79,23488,https://cpt.tcgcsv.com/jVq6,2024-07-12T04:03:16.813,1,Special,223/262,<strong>When Played:</strong> You may attack with attached unit. <em>(It can only attack if it's ready.)</em>,Cunning,Upgrade,Learned,1,+1,+1,,0.08,0.2,0.73,0.1,,Normal
552215,Boba Fett's Armor,Boba Fetts Armor,https://tcgplayer-cdn.tcgplayer.com/product/552215_200w.jpg,79,23488,https://cpt.tcgcsv.com/kVq6,2024-07-12T04:03:16.813,1,Rare,224/262,"Attach to a non-<strong>Vehicle</strong> unit.
<br>
If attached unit is Boba Fett and damage would be dealt to him, prevent 2 of that damage.",Cunning,Upgrade,Armor;Item,2,+2,+2,,1.7,2.88,8.1,2.43,,Foil
552215,Boba Fett's Armor,Boba Fetts Armor,https://tcgplayer-cdn.tcgplayer.com/product/552215_200w.jpg,79,23488,https://cpt.tcgcsv.com/kVq6,2024-07-12T04:03:16.813,1,Rare,224/262,"Attach to a non-<strong>Vehicle</strong> unit.
<br>
If attached unit is Boba Fett and damage would be dealt to him, prevent 2 of that damage.",Cunning,Upgrade,Armor;Item,2,+2,+2,,1.0,2.0,20.0,1.69,,Normal
552216,Incinerator Trooper,Incinerator Trooper,https://tcgplayer-cdn.tcgplayer.com/product/552216_200w.jpg,79,23488,https://cpt.tcgcsv.com/lVq6,2024-07-12T04:03:16.813,1,Special,234/262,"While attacking, this unit deals combat damage before the defender. <em>(If the defender is defeated, it deals no combat damage.)</em>",Villainy,Unit,Imperial;Trooper,2,2,2,Ground,2.24,3.06,9.99,2.78,,Normal
552217,Snowtrooper Lieutenant,Snowtrooper Lieutenant,https://tcgplayer-cdn.tcgplayer.com/product/552217_200w.jpg,79,23488,https://cpt.tcgcsv.com/mVq6,2024-07-12T04:03:16.813,1,Special,236/262,"<strong>When Played:</strong> You may attack with a unit. If it's an Imperial unit, it gets +2/+0 for this attack. <em>(You can only attack with a ready friendly unit.)</em>",Villainy,Unit,Imperial;Trooper,2,2,2,Ground,0.24,0.29,0.99,0.27,,Normal
552218,Cell Block Guard,Cell Block Guard,https://tcgplayer-cdn.tcgplayer.com/product/552218_200w.jpg,79,23488,https://cpt.tcgcsv.com/nVq6,2024-07-12T04:03:16.813,1,Special,238/262,<strong>Sentinel</strong> <em>(Units in this arena can't attack your non-Sentinel units or your base.)</em>,Villainy,Unit,Imperial;Trooper,3,3,3,Ground,0.08,0.18,0.5,0.11,,Normal
552219,Greef Karga - Affable Commissioner,Greef Karga Affable Commissioner,https://tcgplayer-cdn.tcgplayer.com/product/552219_200w.jpg,79,23488,https://cpt.tcgcsv.com/pVq6,2024-07-12T04:03:16.813,1,Special,245/262,"<strong>When Played:</strong> Search the top 5 cards of your deck for an upgrade, reveal it, and draw it. <em>(Put the other cards on the bottom of your deck in a random order.)</em>",Heroism,Unit,Fringe;Official,2,2,2,Ground,0.77,0.94,4.99,0.89,,Normal
552220,Smuggler's Aid,Smugglers Aid,https://tcgplayer-cdn.tcgplayer.com/product/552220_200w.jpg,79,23488,https://cpt.tcgcsv.com/qVq6,2024-07-12T04:03:16.813,1,Common,252/262,"Heal 3 damage from your base.
<br>
<strong>Smuggle</strong> [3 [Heroism]] <em>(If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)</em>",Heroism,Unit,Supply,1,,,,0.03,0.2,11.5,0.08,,Foil
552220,Smuggler's Aid,Smugglers Aid,https://tcgplayer-cdn.tcgplayer.com/product/552220_200w.jpg,79,23488,https://cpt.tcgcsv.com/qVq6,2024-07-12T04:03:16.813,1,Common,252/262,"Heal 3 damage from your base.
<br>
<strong>Smuggle</strong> [3 [Heroism]] <em>(If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)</em>",Heroism,Unit,Supply,1,,,,0.01,0.12,4.0,0.05,,Normal
552221,Mandalorian Warrior,Mandalorian Warrior,https://tcgplayer-cdn.tcgplayer.com/product/552221_200w.jpg,79,23488,https://cpt.tcgcsv.com/rVq6,2024-07-12T04:03:16.813,1,Common,258/262,<strong>When Played:</strong> You may give an Experience token to another <strong>Mandalorian</strong> unit.,,Unit,Mandalorian,3,3,3,Ground,0.01,0.15,4.9,0.05,,Normal
552221,Mandalorian Warrior,Mandalorian Warrior,https://tcgplayer-cdn.tcgplayer.com/product/552221_200w.jpg,79,23488,https://cpt.tcgcsv.com/rVq6,2024-07-12T04:03:16.813,1,Common,258/262,<strong>When Played:</strong> You may give an Experience token to another <strong>Mandalorian</strong> unit.,,Unit,Mandalorian,3,3,3,Ground,0.03,0.27,11.5,0.25,,Foil
552222,Rich Reward,Rich Reward,https://tcgplayer-cdn.tcgplayer.com/product/552222_200w.jpg,79,23488,https://cpt.tcgcsv.com/sVq6,2024-07-12T04:03:16.813,1,Common,261/262,"Attached unit gains: “<strong>Bounty</strong> — Give an Experience token to each of up to 2 units.” <em>(When this unit is defeated or captured, its opponent collects its bounty.)</em>",,Upgrade,Condition;Bounty,1,+0,+0,,0.1,0.2,11.5,0.18,,Foil
552222,Rich Reward,Rich Reward,https://tcgplayer-cdn.tcgplayer.com/product/552222_200w.jpg,79,23488,https://cpt.tcgcsv.com/sVq6,2024-07-12T04:03:16.813,1,Common,261/262,"Attached unit gains: “<strong>Bounty</strong> — Give an Experience token to each of up to 2 units.” <em>(When this unit is defeated or captured, its opponent collects its bounty.)</em>",,Upgrade,Condition;Bounty,1,+0,+0,,0.01,0.15,4.0,0.05,,Normal
552223,Confiscate,Confiscate,https://tcgplayer-cdn.tcgplayer.com/product/552223_200w.jpg,79,23488,https://cpt.tcgcsv.com/tVq6,2024-07-12T04:03:16.813,1,Special,262/262,Defeat an upgrade.,,Event,Law,1,,,,0.08,0.22,0.5,0.1,,Normal
552224,Protector of the Throne,Protector of the Throne,https://tcgplayer-cdn.tcgplayer.com/product/552224_200w.jpg,79,23488,https://cpt.tcgcsv.com/vVq6,2024-07-12T04:03:16.813,1,Common,247/262,"While this unit is upgraded, it gains <strong>Sentinel</strong>. <em>(Units in this arena can’t attack your non-Sentinel units or your base.)</em>",Heroism,Unit,Mandalorian,3,2,4,Ground,0.1,0.25,11.5,0.18,,Foil
552224,Protector of the Throne,Protector of the Throne,https://tcgplayer-cdn.tcgplayer.com/product/552224_200w.jpg,79,23488,https://cpt.tcgcsv.com/vVq6,2024-07-12T04:03:16.813,1,Common,247/262,"While this unit is upgraded, it gains <strong>Sentinel</strong>. <em>(Units in this arena can’t attack your non-Sentinel units or your base.)</em>",Heroism,Unit,Mandalorian,3,2,4,Ground,0.01,0.15,4.0,0.05,,Normal
552444,Kylo Ren - Rash and Deadly,Kylo Ren Rash and Deadly,https://tcgplayer-cdn.tcgplayer.com/product/552444_200w.jpg,79,23488,https://cpt.tcgcsv.com/V-q6,2024-07-12T04:03:16.813,2,Rare,011/262,"<strong>Action [T, Discard a card from your hand]:</strong> Give a unit +2/+0 for this phase. <strong>Epic Action:</strong> If you control 4 or more resources, deploy this leader.<br>
[Deployed Leader Unit]<br>
This unit gets -1/-0 for each card in your hand.",Aggression;Villainy,Leader,Force;First Order,4,5,4,Ground,0.02,0.26,20.0,0.15,,Normal
552449,Rickety Quadjumper,Rickety Quadjumper,https://tcgplayer-cdn.tcgplayer.com/product/552449_200w.jpg,79,23488,https://cpt.tcgcsv.com/_-q6,2024-07-12T04:03:16.813,1,Common,057/262,"<strong>On Attack:</strong> You may reveal the top card of your deck. If it's not a unit, give an Experience token to another unit. <em>(Leave the revealed card on top of your deck.)</em>",Vigilance,Unit,Fringe;Transport;Vehicle,2,1,3,Space,0.01,0.15,4.0,0.05,,Normal
552449,Rickety Quadjumper,Rickety Quadjumper,https://tcgplayer-cdn.tcgplayer.com/product/552449_200w.jpg,79,23488,https://cpt.tcgcsv.com/_-q6,2024-07-12T04:03:16.813,1,Common,057/262,"<strong>On Attack:</strong> You may reveal the top card of your deck. If it's not a unit, give an Experience token to another unit. <em>(Leave the revealed card on top of your deck.)</em>",Vigilance,Unit,Fringe;Transport;Vehicle,2,1,3,Space,0.01,0.2,11.5,0.09,,Foil
552451,Palpatine's Return,Palpatines Return,https://tcgplayer-cdn.tcgplayer.com/product/552451_200w.jpg,79,23488,https://cpt.tcgcsv.com/2_q6,2024-07-12T04:03:16.813,1,Rare,094/262,"Play a unit from your discard pile. It costs 6 less. If it’s a <strong>Force</strong> unit, it costs 8 less instead.",Command;Villainy,Event,Force;Plan,6,,,,0.6,1.16,20.0,1.0,,Normal
552451,Palpatine's Return,Palpatines Return,https://tcgplayer-cdn.tcgplayer.com/product/552451_200w.jpg,79,23488,https://cpt.tcgcsv.com/2_q6,2024-07-12T04:03:16.813,1,Rare,094/262,"Play a unit from your discard pile. It costs 6 less. If it’s a <strong>Force</strong> unit, it costs 8 less instead.",Command;Villainy,Event,Force;Plan,6,,,,1.0,1.56,4.5,1.4,,Foil
552452,Finalizer - Might of the First Order,Finalizer Might of the First Order,https://tcgplayer-cdn.tcgplayer.com/product/552452_200w.jpg,79,23488,https://cpt.tcgcsv.com/3_q6,2024-07-12T04:03:16.813,1,Legendary,092/262,"<strong>Overwhelm</strong>
<br>
<strong>When Played:</strong> Choose any number of friendly units. Each of those units captures an enemy non-leader unit in the same arena.",Command;Villainy,Unit,Capital Ship;Vehicle;First Order,11,11,11,Space,4.2,6.99,45.0,6.0,,Foil
552452,Finalizer - Might of the First Order,Finalizer Might of the First Order,https://tcgplayer-cdn.tcgplayer.com/product/552452_200w.jpg,79,23488,https://cpt.tcgcsv.com/3_q6,2024-07-12T04:03:16.813,1,Legendary,092/262,"<strong>Overwhelm</strong>
<br>
<strong>When Played:</strong> Choose any number of friendly units. Each of those units captures an enemy non-leader unit in the same arena.",Command;Villainy,Unit,Capital Ship;Vehicle;First Order,11,11,11,Space,3.0,6.0,39.9,4.54,,Normal
552454,Kylo's TIE Silencer - Ruthlessly Efficient,Kylos TIE Silencer Ruthlessly Efficient,https://tcgplayer-cdn.tcgplayer.com/product/552454_200w.jpg,79,23488,https://cpt.tcgcsv.com/6_q6,2024-07-12T04:03:16.813,1,Legendary,135/262,"<strong>Action:</strong> If this unit was discarded from your hand or deck this phase, play it from your discard pile <em>(paying its cost)</em>.",Aggression;Villainy,Unit,Fighter;Vehicle;First Order,2,3,2,Space,18.99,26.25,66.69,21.41,,Normal
552454,Kylo's TIE Silencer - Ruthlessly Efficient,Kylos TIE Silencer Ruthlessly Efficient,https://tcgplayer-cdn.tcgplayer.com/product/552454_200w.jpg,79,23488,https://cpt.tcgcsv.com/6_q6,2024-07-12T04:03:16.813,1,Legendary,135/262,"<strong>Action:</strong> If this unit was discarded from your hand or deck this phase, play it from your discard pile <em>(paying its cost)</em>.",Aggression;Villainy,Unit,Fighter;Vehicle;First Order,2,3,2,Space,24.71,29.85,49.99,27.54,,Foil
552455,A New Adventure,A New Adventure,https://tcgplayer-cdn.tcgplayer.com/product/552455_200w.jpg,79,23488,https://cpt.tcgcsv.com/7_q6,2024-07-12T04:03:16.813,1,Uncommon,207/262,"Return a non-leader unit that costs 6 or less to its owner’s hand. Then, its owner may play it for free.",Cunning,Event,Gambit,2,,,,0.03,0.25,10.0,0.2,,Normal
552455,A New Adventure,A New Adventure,https://tcgplayer-cdn.tcgplayer.com/product/552455_200w.jpg,79,23488,https://cpt.tcgcsv.com/7_q6,2024-07-12T04:03:16.813,1,Uncommon,207/262,"Return a non-leader unit that costs 6 or less to its owner’s hand. Then, its owner may play it for free.",Cunning,Event,Gambit,2,,,,0.19,0.5,11.5,0.44,,Foil
552456,Grey Squadron Y-Wing,Grey Squadron Y Wing,https://tcgplayer-cdn.tcgplayer.com/product/552456_200w.jpg,79,23488,https://cpt.tcgcsv.com/8_q6,2024-07-12T04:03:16.813,1,Common,246/262,<strong>On Attack</strong>: An opponent chooses a unit or base they control. You may deal 2 damage to it.,Heroism,Unit,Fighter;Rebel;Vehicle,2,1,3,Space,0.01,0.15,4.0,0.12,,Normal
552456,Grey Squadron Y-Wing,Grey Squadron Y Wing,https://tcgplayer-cdn.tcgplayer.com/product/552456_200w.jpg,79,23488,https://cpt.tcgcsv.com/8_q6,2024-07-12T04:03:16.813,1,Common,246/262,<strong>On Attack</strong>: An opponent chooses a unit or base they control. You may deal 2 damage to it.,Heroism,Unit,Fighter;Rebel;Vehicle,2,1,3,Space,0.03,0.25,11.5,0.14,,Foil
552627,Concord Dawn Interceptors,Concord Dawn Interceptors,https://tcgplayer-cdn.tcgplayer.com/product/552627_200w.jpg,79,23488,https://cpt.tcgcsv.com/z3r6,2024-07-12T04:03:16.813,1,Uncommon,042/262,"<strong>Sentinel</strong> <em>(Units in this arena can’t attack your non-Sentinel units or your base.)</em>
<br>
This unit gets +2/+0 while defending.",Heroism;Vigilance,Unit,Fighter;Mandalorian;Vehicle,3,1,4,Space,0.17,0.3,10.0,0.26,,Normal
552627,Concord Dawn Interceptors,Concord Dawn Interceptors,https://tcgplayer-cdn.tcgplayer.com/product/552627_200w.jpg,79,23488,https://cpt.tcgcsv.com/z3r6,2024-07-12T04:03:16.813,1,Uncommon,042/262,"<strong>Sentinel</strong> <em>(Units in this arena can’t attack your non-Sentinel units or your base.)</em>
<br>
This unit gets +2/+0 while defending.",Heroism;Vigilance,Unit,Fighter;Mandalorian;Vehicle,3,1,4,Space,0.2,0.5,11.5,0.44,,Foil
553332,Shadows of the Galaxy - Two-Player Starter,Shadows of the Galaxy Two Player Starter,https://tcgplayer-cdn.tcgplayer.com/product/553332_200w.jpg,79,23488,https://cpt.tcgcsv.com/Glr6,2024-07-12T04:03:16.813,1,,,,,,,,,,,19.99,25.0,40.0,21.16,,Normal
553621,Shadows of the Galaxy - Prerelease Kit,Shadows of the Galaxy Prerelease Kit,https://tcgplayer-cdn.tcgplayer.com/product/553621_200w.jpg,79,23488,https://cpt.tcgcsv.com/rsr6,2024-07-08T13:53:16.437,1,,,,,,,,,,,35.01,42.9,320.0,39.26,,Normal
553626,Shadows of the Galaxy - Two-Player Starter Case,Shadows of the Galaxy Two Player Starter Case,https://tcgplayer-cdn.tcgplayer.com/product/553626_200w.jpg,79,23488,https://cpt.tcgcsv.com/xsr6,2024-07-12T04:03:16.813,1,,,,,,,,,,,124.5,143.97,169.15,147.46,,Normal
553627,Lom Pyke - Dealer in Truths,Lom Pyke Dealer in Truths,https://tcgplayer-cdn.tcgplayer.com/product/553627_200w.jpg,79,23488,https://cpt.tcgcsv.com/zsr6,2024-07-12T04:03:16.813,1,Rare,032/262,"<strong>On Attack:</strong> You may give a Shield token to an enemy unit. If you do, give a Shield token to a friendly unit.
<br>
Smuggle [5 [Vigilance] [Villainy]]",Vigilance;Villainy,Unit,Underworld,4,4,6,Ground,0.45,0.95,17.99,0.87,,Foil
553627,Lom Pyke - Dealer in Truths,Lom Pyke Dealer in Truths,https://tcgplayer-cdn.tcgplayer.com/product/553627_200w.jpg,79,23488,https://cpt.tcgcsv.com/zsr6,2024-07-12T04:03:16.813,1,Rare,032/262,"<strong>On Attack:</strong> You may give a Shield token to an enemy unit. If you do, give a Shield token to a friendly unit.
<br>
Smuggle [5 [Vigilance] [Villainy]]",Vigilance;Villainy,Unit,Underworld,4,4,6,Ground,0.2,0.66,20.0,0.39,,Normal
553628,Midnight Repairs,Midnight Repairs,https://tcgplayer-cdn.tcgplayer.com/product/553628_200w.jpg,79,23488,https://cpt.tcgcsv.com/Bsr6,2024-07-12T04:03:16.813,1,Uncommon,054/262,Heal up to 8 total damage from any number of units.,Vigilance,Event,Tactic,2,,,,0.03,0.2,10.0,0.08,,Normal
553628,Midnight Repairs,Midnight Repairs,https://tcgplayer-cdn.tcgplayer.com/product/553628_200w.jpg,79,23488,https://cpt.tcgcsv.com/Bsr6,2024-07-12T04:03:16.813,1,Uncommon,054/262,Heal up to 8 total damage from any number of units.,Vigilance,Event,Tactic,2,,,,0.12,0.25,11.5,0.21,,Foil
553629,Covert Strength,Covert Strength,https://tcgplayer-cdn.tcgplayer.com/product/553629_200w.jpg,79,23488,https://cpt.tcgcsv.com/Csr6,2024-07-12T04:03:16.813,1,Common,075/262,"Heal 2 damage from a unit and give an Experience token to it.
<br>
Smuggle [3 [Vigilance]] <em>(If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)</em>",Vigilance,Event,Tactic,1,,,,0.03,0.25,11.5,0.17,,Foil
553629,Covert Strength,Covert Strength,https://tcgplayer-cdn.tcgplayer.com/product/553629_200w.jpg,79,23488,https://cpt.tcgcsv.com/Csr6,2024-07-12T04:03:16.813,1,Common,075/262,"Heal 2 damage from a unit and give an Experience token to it.
<br>
Smuggle [3 [Vigilance]] <em>(If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)</em>",Vigilance,Event,Tactic,1,,,,0.01,0.15,4.0,0.08,,Normal
553630,Rival's Fall,Rivals Fall,https://tcgplayer-cdn.tcgplayer.com/product/553630_200w.jpg,79,23488,https://cpt.tcgcsv.com/Dsr6,2024-07-12T04:03:16.813,1,Common,079/262,Defeat a unit.,Vigilance,Event,Tactic,6,,,,0.05,0.2,4.0,0.11,,Normal
553630,Rival's Fall,Rivals Fall,https://tcgplayer-cdn.tcgplayer.com/product/553630_200w.jpg,79,23488,https://cpt.tcgcsv.com/Dsr6,2024-07-12T04:03:16.813,1,Common,079/262,Defeat a unit.,Vigilance,Event,Tactic,6,,,,0.05,0.25,11.5,0.21,,Foil
553643,The Marauder - Shuttling the Bad Batch,The Marauder Shuttling the Bad Batch,https://tcgplayer-cdn.tcgplayer.com/product/553643_200w.jpg,79,23488,https://cpt.tcgcsv.com/Tsr6,2024-07-12T04:03:16.813,1,Rare,102/262,"<strong>Ambush</strong>
<br>
<strong>When Played:</strong> Choose a card in your discard pile. Put it into play as a resource if it shares a name with a unit you control.",Command;Heroism,Unit,Fringe;Transport;Vehicle,5,4,5,Space,1.49,2.03,4.0,2.03,,Foil
553643,The Marauder - Shuttling the Bad Batch,The Marauder Shuttling the Bad Batch,https://tcgplayer-cdn.tcgplayer.com/product/553643_200w.jpg,79,23488,https://cpt.tcgcsv.com/Tsr6,2024-07-12T04:03:16.813,1,Rare,102/262,"<strong>Ambush</strong>
<br>
<strong>When Played:</strong> Choose a card in your discard pile. Put it into play as a resource if it shares a name with a unit you control.",Command;Heroism,Unit,Fringe;Transport;Vehicle,5,4,5,Space,1.4,1.79,20.0,1.71,,Normal
553644,Rule with Respect,Rule with Respect,https://tcgplayer-cdn.tcgplayer.com/product/553644_200w.jpg,79,23488,https://cpt.tcgcsv.com/Vsr6,2024-07-16T10:58:41.013,1,Legendary,106/262,A friendly unit captures each enemy non-leader unit that attacked your base this phase.,Command;Heroism,Event,Plan,4,,,,2.5,4.19,19.99,3.06,,Normal
553644,Rule with Respect,Rule with Respect,https://tcgplayer-cdn.tcgplayer.com/product/553644_200w.jpg,79,23488,https://cpt.tcgcsv.com/Vsr6,2024-07-16T10:58:41.013,1,Legendary,106/262,A friendly unit captures each enemy non-leader unit that attacked your base this phase.,Command;Heroism,Event,Plan,4,,,,4.83,8.0,40.0,8.18,,Foil
554316,Qi'ra - I Alone Survived,Qira I Alone Survived,https://tcgplayer-cdn.tcgplayer.com/product/554316_200w.jpg,79,23488,https://cpt.tcgcsv.com/lLr6,2024-07-12T04:03:16.813,2,Rare,002/262,"Action [1, T]: Deal 2 damage to a friendly unit. Then, give a Shield token to it.
<br>
<strong>Epic Action:</strong> If you control 5 or more resources, deploy this leader.
<br><br>
<strong>[Deployed Leader Unit]</strong>
<br>
<strong>Grit</strong> <em>(This unit gets +1/+0 for each damage on her.)</em>
<br>
When Deployed: Heal all damage from each unit. Then, deal damage to each unit equal to half its remaining HP, rounded down.",Command;Villainy,Leader,Underworld,5,0,8,Ground,0.01,0.25,20.0,0.16,,Normal
554317,Rey - More Than a Scavenger,Rey More Than a Scavenger,https://tcgplayer-cdn.tcgplayer.com/product/554317_200w.jpg,79,23488,https://cpt.tcgcsv.com/mLr6,2024-07-12T04:03:16.813,2,Common,004/262,"<strong>Action [1, T]:</strong> Give an Experience token to a unit with 2 or less power.
<br>
<strong>Epic Action:</strong> If you control 6 or more resources, deploy this leader.
<br><br>
<strong>[Deployed Leader Unit]</strong>
<br>
<strong>Restore 3</strong> <em>(When this unit attacks, heal 3 damage from your base.)</em>
<br>
<strong>On Attack:</strong> You may give an Experience token to a unit with 2 or less power.",Heroism;Vigilance,Leader,Force;Fringe,6,2,6,Ground,0.01,0.19,4.0,0.08,,Normal
554318,Cad Bane - He Who Needs No Introduction,Cad Bane He Who Needs No Introduction,https://tcgplayer-cdn.tcgplayer.com/product/554318_200w.jpg,79,23488,https://cpt.tcgcsv.com/nLr6,2024-07-12T04:03:16.813,2,Common,014/262,"<strong>When you play an Underworld card:</strong> You may exhaust this leader. If you do, an opponent chooses a unit they control. Deal 1 damage to it.
<br>
<strong>Epic Action:</strong> If you control 6 or more resources, deploy this leader.
<br><br>
<strong>[Deployed Leader Unit]</strong>
<br>
<strong>Raid 2</strong> <em>(This unit gets +2/+0 while attacking.)</em>
<br>
<strong>When you play an Underworld card:</strong> You may choose an opponent. They choose a unit they control. Deal 2 damage to it. Use this ability only once each round.",Cunning;Villainy,Leader,Bounty Hunter;Underworld,6,2,8,Ground,0.01,0.15,4.0,0.07,,Normal
554319,Synara San - Loyal to Kragan,Synara San Loyal to Kragan,https://tcgplayer-cdn.tcgplayer.com/product/554319_200w.jpg,79,23488,https://cpt.tcgcsv.com/pLr6,2024-07-12T04:03:16.813,1,Uncommon,033/262,"<strong>Grit</strong>
<br>
While this unit is exhausted, she gains, “<strong>Bounty</strong> — Deal 5 damage to a base.” <em>(When this unit is defeated or captured, your opponent collects its bounty.)</em>",Vigilance;Villainy,Unit,Underworld,4,3,6,Ground,0.05,0.2,10.0,0.1,,Normal
554319,Synara San - Loyal to Kragan,Synara San Loyal to Kragan,https://tcgplayer-cdn.tcgplayer.com/product/554319_200w.jpg,79,23488,https://cpt.tcgcsv.com/pLr6,2024-07-12T04:03:16.813,1,Uncommon,033/262,"<strong>Grit</strong>
<br>
While this unit is exhausted, she gains, “<strong>Bounty</strong> — Deal 5 damage to a base.” <em>(When this unit is defeated or captured, your opponent collects its bounty.)</em>",Vigilance;Villainy,Unit,Underworld,4,3,6,Ground,0.04,0.31,1.73,0.31,,Foil
554320,Niima Outpost Constables,Niima Outpost Constables,https://tcgplayer-cdn.tcgplayer.com/product/554320_200w.jpg,79,23488,https://cpt.tcgcsv.com/qLr6,2024-07-12T04:03:16.813,1,Common,062/262,<strong>Sentinel</strong> <em>(Units in this arena can’t attack your non-Sentinel units or your base.)</em>,Vigilance,Unit,Fringe,4,2,6,Ground,0.01,0.15,4.0,0.04,,Normal
